ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.10792991329479769,0.48415271966527196,0.47633927491716443,0.9778538046927814,0.12125824454591577,0.13659800306916595,-0.13519868192501924,-1.5357526345817079,0.14833485118568168
